person_id,note_title,note,scd_active_from,scd_active_to,scd_currently_active_flag,scd_changed_by_user
2599,تحديات,"الاب لا يعمل
لا يوجد سيارة",2025-08-09 10:25:25,,True,admin
2602,تحديات,ماديّة,2025-08-09 20:50:26,,True,admin
526,تحديات,ماديّة,2025-02-01 20:43:09,,True,admin
2606,تحديات,ماديّة,2025-08-09 20:57:29,,True,admin
2708,تحديات,عائلية (انفصال الأب عن الأم),2025-10-19 19:15:44,,True,admin
2709,تحديات,عائلية (انفصال الأب عن الأم),2025-10-19 19:21:05,,True,admin
3132,تحديات,"ماديّة
يعيش فقط مع الأم",2025-11-20 14:00:34,,True,admin
2679,وفيات,وفاة الأب,2025-09-27 20:52:33,,True,admin
2492,وفيات,وفاة الأب,2025-06-10 17:37:39,,True,admin
2573,وفيات,وفاة الأب,2025-07-10 05:07:41,,True,admin
2580,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 09:44:53,,True,admin
2581,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 09:45:05,,True,admin
2582,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 09:46:00,,True,admin
2583,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 09:46:25,,True,admin
2584,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 09:47:19,,True,admin
2585,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 09:47:23,,True,admin
2586,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 09:48:06,,True,admin
2587,طريق مغادرة البرعم من الشبيبة,تاكسي,2025-08-09 09:48:12,,True,admin
2588,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 09:49:00,,True,admin
2589,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 09:49:26,,True,admin
2590,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 09:49:28,,True,admin
2591,طريق مغادرة البرعم من الشبيبة,"مشي
سيارة (مع الأهل)",2025-08-09 09:53:03,,True,admin
2592,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 09:53:16,,True,admin
2593,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 09:55:00,,True,admin
2594,طريق مغادرة البرعم من الشبيبة,"مشي
سيارة (مع الأهل)",2025-08-09 09:55:42,,True,admin
2595,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 10:05:38,,True,admin
2596,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 10:11:35,,True,admin
2597,طريق مغادرة البرعم من الشبيبة,مشي,2025-08-09 10:14:02,,True,admin
2598,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 10:24:10,,True,admin
2599,طريق مغادرة البرعم من الشبيبة,مشي,2025-08-09 10:25:25,,True,admin
2600,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 19:50:00,,True,admin
2601,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 19:52:20,,True,admin
2602,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 20:50:26,,True,admin
2603,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 20:50:47,,True,admin
2604,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 20:53:52,,True,admin
2605,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 20:55:17,,True,admin
2606,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 20:57:29,,True,admin
2607,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 20:57:37,,True,admin
2608,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 21:02:37,,True,admin
2609,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 21:03:23,,True,admin
2610,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 21:03:54,,True,admin
2611,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 21:05:51,,True,admin
2612,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 21:07:30,,True,admin
2613,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 21:08:12,,True,admin
2614,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 21:28:55,,True,admin
2615,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 22:27:02,,True,admin
2616,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 22:29:54,,True,admin
2617,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-08-09 23:00:32,,True,admin
2620,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-09 16:58:08,,True,admin
2695,طريق مغادرة البرعم من الشبيبة,"سيارة (مع الأهل)
تاكسي",2025-10-09 10:12:01,,True,admin
2696,طريق مغادرة البرعم من الشبيبة,"سيارة (مع الأهل)
تاكسي",2025-10-09 10:14:14,,True,admin
2995,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-12-09 16:52:39,,True,admin
2996,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-12-09 17:00:15,,True,admin
2997,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-12-09 17:06:58,,True,admin
2998,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-12-09 17:09:25,,True,admin
2999,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-12-09 17:33:39,,True,admin
3000,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-12-09 17:45:26,,True,admin
3001,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-12-09 17:50:51,,True,admin
3002,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-12-09 18:03:22,,True,admin
3003,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-12-09 18:08:01,,True,admin
3004,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-12-09 20:51:52,,True,admin
3005,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-12-09 20:56:37,,True,admin
2644,طريق مغادرة البرعم من الشبيبة,"مشي
سيارة (مع الأهل)",2025-09-13 14:30:38,,True,admin
2646,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-13 15:33:35,,True,admin
2647,طريق مغادرة البرعم من الشبيبة,"مشي
سيارة (مع الأهل)",2025-09-13 21:54:05,,True,admin
2652,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-21 18:40:13,,True,admin
2653,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-21 18:44:38,,True,admin
2654,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-24 07:31:20,,True,admin
2655,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-24 07:33:41,,True,admin
2656,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-24 07:35:26,,True,admin
2657,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-24 07:39:52,,True,admin
2658,طريق مغادرة البرعم من الشبيبة,مشي,2025-09-24 07:40:30,,True,admin
2659,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-24 07:41:43,,True,admin
2660,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-24 07:44:17,,True,admin
2661,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-24 08:22:40,,True,admin
2662,طريق مغادرة البرعم من الشبيبة,مشي,2025-09-24 08:25:12,,True,admin
2663,طريق مغادرة البرعم من الشبيبة,مشي,2025-09-24 09:09:59,,True,admin
2664,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-24 09:37:27,,True,admin
2665,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-24 10:12:20,,True,admin
2666,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-24 11:00:50,,True,admin
2667,طريق مغادرة البرعم من الشبيبة,"سيارة (مع الأهل)
تاكسي",2025-09-24 22:13:22,,True,admin
2668,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-25 07:40:19,,True,admin
2669,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-26 14:48:07,,True,admin
2670,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-27 17:35:35,,True,admin
2671,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-27 17:35:49,,True,admin
2672,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-27 17:38:42,,True,admin
2675,طريق مغادرة البرعم من الشبيبة,مشي,2025-09-27 18:08:23,,True,admin
2676,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-27 18:32:17,,True,admin
2677,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-27 18:37:42,,True,admin
2678,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-27 18:40:17,,True,admin
2679,طريق مغادرة البرعم من الشبيبة,"سيارة (مع الأهل)
مشي",2025-09-27 20:52:33,,True,admin
2680,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-27 20:53:04,,True,admin
2681,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-27 20:55:51,,True,admin
2682,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-27 20:56:29,,True,admin
2683,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-27 20:58:28,,True,admin
2684,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-27 21:08:01,,True,admin
2685,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-27 21:17:46,,True,admin
2686,طريق مغادرة البرعم من الشبيبة,سيارة (مع الأهل),2025-09-27 21:24:55,,True,admin
